email,birthdate,education,state,mbti,interests,purchases,experience
ayla13@example.com,27/09/1987,undergraduate,RJ,ENTJ,graphic design|business administration,,working on field of study
oliveiraluara@example.net,18/08/2002,incomplete,MT,ESTP,cybersecurity|business administration|database management,,working
luansilveira@example.net,10/09/2000,highschool,SP,ESTJ,dentistry|sociology,,working on field of study
caue63@example.com,01/09/1990,highschool,MG,INFP,electrical engineering|music|architecture,,working
catarina16@example.org,11/06/2008,incomplete,SC,INTP,graphic design,,unemployed
lopesmaria-laura@example.net,20/09/1988,undergraduate,MG,ENFP,public policy|history,,unemployed
vda-cunha@example.net,08/02/2005,incomplete,RJ,INTP,sports science,,unemployed
theoleao@example.org,16/10/1989,graduate,MA,ESFJ,cybersecurity|web development,,unemployed
melovitor-hugo@example.com,26/04/1995,undergraduate,CE,ENTP,database management|international relations,,working on field of study
rochaana-clara@example.org,28/10/1983,highschool,MT,ENFJ,international relations|linguistics,,working
wrocha@example.net,09/01/1993,highschool,RJ,ESTJ,marketing,Vestibular FATEC|Vestibular UNICAMP,working
sampaioeloa@example.org,12/11/1994,undergraduate,RN,INFJ,linguistics|biology|nutrition,,working on field of study
da-cruzsara@example.com,13/03/2002,incomplete,RJ,ISTJ,sociology|agriculture|sports science,,unemployed
enzobarbosa@example.net,24/08/2005,incomplete,RJ,INTJ,business administration|international relations|software engineering,,working
freitasbryan@example.net,13/01/1986,undergraduate,AC,INFJ,literature,,researcher
anna-lizfreitas@example.org,09/05/1996,graduate,RS,ISTP,linguistics,,working on field of study
jcorreia@example.com,16/03/2008,incomplete,SP,ENTJ,linguistics,,unemployed
caldeiraluiz-fernando@example.net,04/06/1982,undergraduate,DF,ENTP,education|mechanical engineering,,researcher
mabreu@example.net,18/08/1997,highschool,SP,ENFP,tourism|linguistics,,working
mayacirino@example.net,08/11/2002,highschool,RJ,ESTP,environmental science|music,,unemployed
ncostela@example.net,29/09/1989,undergraduate,RJ,ENTP,education,ANPEC,researcher
felipe02@example.org,19/03/2000,graduate,SP,ESTP,business administration|biology|performing arts,,unemployed
joao-vitor02@example.net,13/02/1998,highschool,RS,ENTJ,visual arts|sports science,,working
da-rosadavi-lucca@example.com,18/08/2003,highschool,SP,ESFP,advertising|data science|tourism,,working
daniel24@example.net,18/10/2005,incomplete,RS,INFJ,software engineering,,unemployed
luana24@example.com,16/10/1998,graduate,PI,ISTP,public relations|visual arts,,working
yjesus@example.net,10/08/1993,graduate,SP,ESFJ,advertising|public policy,,working
estersilva@example.com,02/06/1985,undergraduate,RJ,ESFP,law,,working
qbarros@example.org,19/03/2003,highschool,PE,ISFP,cybersecurity,,working
pviana@example.org,10/07/1991,undergraduate,SP,ESFP,dentistry,,working on field of study
macedoyago@example.com,29/04/1985,undergraduate,CE,INFJ,philosophy|mathematics,,unemployed
souzamateus@example.org,08/10/1998,undergraduate,PI,ISFP,music|physics,,working on field of study
ubrito@example.com,07/09/2004,incomplete,ES,ISFP,web development|accounting,,working
maria-julia62@example.com,19/09/1980,undergraduate,MG,INTJ,public relations|database management|law,,working on field of study
pedro-lucas36@example.net,09/08/2001,incomplete,RS,ISTP,finance,,working
casa-grandeester@example.net,08/01/1993,undergraduate,SC,INFP,business administration|economics,,working
montenegroana-julia@example.com,10/11/1982,undergraduate,SP,ESTJ,marketing|anthropology,,working
otto75@example.org,12/02/1995,undergraduate,CE,ESTP,mechanical engineering|machine learning,,working
ksilva@example.com,22/03/1995,highschool,SP,ESFJ,veterinary medicine|literature,,working
oliveiraluiz-felipe@example.net,31/05/2001,incomplete,SP,INFP,dentistry|international relations|journalism,,unemployed
fariascecilia@example.org,31/10/1995,highschool,RJ,ENFP,sociology,ANPEC,working
davi-luizsampaio@example.net,22/05/1984,incomplete,SP,ENFJ,business administration|environmental science|graphic design,,working
jcamargo@example.net,25/03/1996,graduate,RS,INFJ,cloud computing|linguistics|accounting,,working
da-rochaana-cecilia@example.org,24/02/1983,graduate,RJ,ISTP,software engineering,,working
viniciuscirino@example.org,22/05/1995,undergraduate,CE,ISFJ,mechanical engineering|cloud computing,,working
luiz-otavioramos@example.net,10/07/2005,incomplete,RJ,ISTP,biology,,working
lopesjuliana@example.net,04/05/2003,incomplete,SP,ENFP,medicine|finance|mathematics,POSCOMP,unemployed
alice99@example.com,20/01/1982,undergraduate,PA,INTP,performing arts|cybersecurity,,working
costahelena@example.com,06/12/2007,incomplete,GO,INFJ,visual arts,,unemployed
arthur-gabriel92@example.org,27/09/1999,undergraduate,BA,ESFJ,economics,ANPEC,working
rsilveira@example.com,15/12/1990,undergraduate,BA,ENFJ,linguistics|law,POSCOMP,researcher
pietra71@example.org,12/08/2004,incomplete,BA,INFJ,physics|software engineering|nursing,,working
peixotoanthony-gabriel@example.com,29/08/2005,incomplete,PB,INFP,cybersecurity|environmental science,,working
benjaminnunes@example.com,08/03/2002,incomplete,SP,ENFJ,journalism,,working
maitecassiano@example.org,28/05/1982,highschool,RJ,ESTP,business administration,,working on field of study
rcosta@example.com,19/05/1988,undergraduate,RJ,INTJ,law|dentistry,,working
opeixoto@example.com,10/08/2005,incomplete,SP,ENFJ,sociology,,working
fernando52@example.net,29/11/2008,incomplete,CE,ESTP,journalism|tourism|machine learning,,unemployed
lunnacunha@example.net,15/11/2001,incomplete,SP,INFP,accounting,,unemployed
beatrizda-mota@example.org,02/02/1989,undergraduate,PR,ISFJ,physics,,working
gabrielbarros@example.com,18/08/1981,highschool,PA,ISFJ,physical education|political science,,working
ana-liviamachado@example.net,04/08/1994,highschool,MG,ESFJ,performing arts,,unemployed
ymoura@example.com,26/03/2005,incomplete,BA,ENTP,pharmacy|mechanical engineering|linguistics,,unemployed
esther97@example.com,07/08/1990,highschool,DF,ENTP,education|sports science,,unemployed
ana-beatriz39@example.net,11/09/1983,undergraduate,BA,INFP,graphic design|civil engineering,,working
eazevedo@example.com,01/08/1983,incomplete,SP,ENTP,accounting,,unemployed
garciaasafe@example.com,16/05/1986,highschool,SP,ENTP,education|law,,working
lopesana@example.net,29/06/1992,undergraduate,SP,ISTP,law|civil engineering,,working
aylarodrigues@example.com,25/08/2005,incomplete,RJ,ESFP,cybersecurity|nursing|civil engineering,,working
mmarques@example.org,17/12/1989,highschool,AL,INFP,graphic design,,working
gustavo-henrique62@example.com,07/08/1982,undergraduate,DF,INFJ,medicine|physics,,working on field of study
dom97@example.net,19/03/1989,undergraduate,SP,ISTP,software engineering|public relations|chemistry,,researcher
montenegroevelyn@example.org,14/11/1996,undergraduate,PR,ESTJ,public relations|civil engineering,,working
costavitor-gabriel@example.net,09/08/1996,undergraduate,ES,ENFP,education,,working on field of study
ana-luiza60@example.com,17/04/1999,graduate,SC,ESTP,history,,working on field of study
bento41@example.net,13/12/2005,incomplete,RS,ISFJ,visual arts|dentistry|literature,,working
udas-neves@example.net,11/07/1988,undergraduate,SP,ENFJ,international relations|cloud computing,,working
hduarte@example.org,24/07/1983,undergraduate,CE,INTP,mathematics|web development,POSCOMP|ANPEC,working
benjamimvargas@example.net,06/04/2000,undergraduate,SP,INFJ,finance|international relations|database management,,researcher
lucas-gabrielabreu@example.org,15/07/1988,highschool,SP,ESFP,education,,working
ana-sophiacavalcanti@example.com,12/06/1988,undergraduate,BA,ISFJ,education,,working
hdias@example.net,29/02/2000,graduate,RO,INFJ,web development|public policy|literature,,working on field of study
cnovaes@example.com,04/12/1984,highschool,PR,ENTP,physical education,,working
zpeixoto@example.org,11/11/1991,highschool,MG,ISFJ,artificial intelligence|music,,unemployed
emanuella24@example.net,30/08/1983,graduate,AM,ESTP,visual arts|performing arts,,working
wdias@example.net,25/11/1991,undergraduate,RR,INFP,psychology,,working on field of study
montenegroana-liz@example.com,11/04/1987,undergraduate,BA,ISFP,public policy,,working on field of study
luanamoreira@example.com,08/05/1995,undergraduate,MS,ESTJ,anthropology,,working on field of study
carvalhomathias@example.net,12/03/2007,incomplete,MG,INFP,cybersecurity|nursing,,working
nicole67@example.org,26/02/1992,undergraduate,SP,ISTP,cybersecurity|accounting,,working
costaheloisa@example.org,14/02/1988,undergraduate,MG,INFP,architecture|law|cloud computing,,working
maria-alicegomes@example.com,10/09/2002,incomplete,RS,ESTJ,accounting,,working
icorreia@example.net,17/11/2000,incomplete,SP,INTP,economics,,working
mendesnicolas@example.com,01/03/1983,undergraduate,SP,INFJ,physics|music,,working on field of study
fariasnina@example.org,16/05/1995,undergraduate,CE,ESTJ,hospitality,,working
camila47@example.org,31/07/2000,graduate,BA,ENFJ,public policy,,working
laramachado@example.com,02/06/2004,incomplete,RJ,ENTP,physical education,,unemployed
frezende@example.net,07/11/1987,undergraduate,MG,ISFP,sports science|political science|philosophy,,working on field of study
xjesus@example.com,12/06/1985,undergraduate,SP,ESTJ,physical education|physics,,working
milenada-paz@example.com,03/10/1993,highschool,PE,ENFJ,web development|mathematics|pharmacy,,working
joao-pedro43@example.org,05/07/1993,graduate,PE,ISFJ,graphic design,,working
lauramonteiro@example.net,27/09/1987,highschool,MG,ENFJ,literature,,working
pastorthales@example.net,17/03/2005,incomplete,PA,ISTP,hospitality|history,,working
almeidaalexia@example.com,23/11/1991,undergraduate,RJ,ESTJ,tourism,,working on field of study
maria-sophia60@example.net,25/02/1988,highschool,AL,INFJ,literature,FUVEST,working
saanna-liz@example.net,01/01/1992,undergraduate,BA,ENTJ,marketing,,working
thales06@example.net,03/03/1994,undergraduate,RS,ISTP,journalism,POSCOMP,working
mda-mata@example.org,29/04/1981,incomplete,AM,INTP,chemistry,,working
jfarias@example.net,06/07/1996,graduate,RJ,ESTP,database management|pharmacy,,working
ida-conceicao@example.com,20/06/1999,highschool,GO,ISFJ,nutrition|business administration,,working
vianarenan@example.org,26/02/2006,incomplete,PE,ESTP,hospitality|web development|visual arts,,working
ramosclarice@example.com,11/05/1980,undergraduate,PI,INTP,environmental science|hospitality|cloud computing,,working
estherjesus@example.com,07/12/1998,undergraduate,RJ,ISTJ,literature,,working on field of study
carvalhoarthur@example.com,04/10/2006,incomplete,MG,ESFP,psychology,,unemployed
marquesana-sophia@example.com,07/11/1984,highschool,SP,ESTP,environmental science|nursing,,working
leo82@example.org,31/01/1999,undergraduate,RJ,ESTP,finance|software engineering|electrical engineering,,working on field of study
gomesana-laura@example.net,07/10/1997,undergraduate,AP,ESFP,economics|marketing|biology,,researcher
ana-carolina87@example.com,04/05/1986,undergraduate,RJ,ESTP,music,,working
bcaldeira@example.net,26/03/1989,incomplete,DF,ESFJ,sports science|electrical engineering|mechanical engineering,,working
melina44@example.org,13/05/1983,graduate,RJ,ISFP,law|physics|cybersecurity,,working
luiz-miguel04@example.com,10/09/2005,incomplete,MG,ESFJ,marketing|cloud computing,,working
qalmeida@example.net,06/07/2001,incomplete,SP,ENTJ,public policy|mathematics|cybersecurity,,working
lauraramos@example.com,28/08/1998,highschool,BA,INFJ,civil engineering|education|linguistics,,working
pastorjoaquim@example.net,08/03/2001,incomplete,RJ,ISFP,history,ANPEC,unemployed
ayla41@example.net,20/08/2005,incomplete,RS,ISTJ,cloud computing,,working
nascimentopedro@example.com,17/11/2004,incomplete,PB,ENTJ,architecture|hospitality|civil engineering,,unemployed
anna-lizaragao@example.com,11/06/2000,graduate,RJ,INTJ,physics|economics|international relations,,working
camposjoao@example.net,17/03/2007,incomplete,SP,ISFP,education|mathematics|sports science,,working
calebe24@example.com,26/12/2005,incomplete,MG,ISTJ,business administration,,working
wabreu@example.org,09/06/2008,incomplete,SC,ESFJ,international relations,,unemployed
alexandrepinto@example.org,17/02/1991,undergraduate,MG,ESTJ,agriculture|sociology,,working on field of study
ribeiroenzo@example.com,09/08/2001,incomplete,PA,ENTJ,pharmacy|physical education|data science,,unemployed
lorenabarros@example.net,15/02/1997,graduate,SP,ESTJ,biology|visual arts,,working
allananunes@example.org,31/03/1981,undergraduate,PB,ISFJ,accounting|dentistry|performing arts,,working on field of study
gustavo68@example.org,07/12/1989,undergraduate,SP,ESTP,political science|linguistics,,working on field of study
ana-carolinada-paz@example.com,07/02/1982,undergraduate,MG,ESTP,public relations|pharmacy,,working on field of study
diegonovais@example.com,31/12/1986,graduate,RJ,ISTP,marketing,,researcher
guerraravi@example.org,20/09/1980,highschool,PA,INTJ,artificial intelligence|hospitality|public policy,,unemployed
rpereira@example.org,26/10/1993,highschool,GO,ENFJ,machine learning,,working
vandrade@example.com,01/10/2006,incomplete,RN,ESFJ,nutrition|journalism,,working
pedro-henrique00@example.net,08/10/1988,undergraduate,RJ,ENTJ,physical education|data science|nutrition,,working
hadassada-conceicao@example.net,06/10/2006,incomplete,RJ,ENFP,architecture,,working
salescaua@example.com,01/12/1982,highschool,MG,ISTP,artificial intelligence,,working
portocecilia@example.com,20/02/1993,highschool,MG,ISTJ,law,,unemployed
davi-lucca55@example.com,07/09/1992,graduate,MG,INTP,philosophy|education|marketing,,working
evelyngoncalves@example.org,22/01/1991,undergraduate,BA,ISFP,nutrition,,working on field of study
cavalcantevinicius@example.org,06/11/1984,undergraduate,CE,ENTP,literature,,working
fogacaeloa@example.org,06/04/1984,graduate,CE,INTJ,accounting,,researcher
ana-cecilia06@example.net,05/10/2001,incomplete,AM,ESTJ,advertising,,working
falmeida@example.org,21/04/1988,graduate,PB,INFJ,electrical engineering,,working on field of study
ana-livia25@example.com,27/08/2004,incomplete,BA,INTJ,hospitality|environmental science,,unemployed
dviana@example.com,09/02/2001,incomplete,GO,INTP,graphic design,ANPEC,working
nascimentolivia@example.org,09/10/1995,highschool,PE,ESFJ,physics,,working
antonella30@example.org,17/10/1992,graduate,SP,ISTJ,data science|literature,,researcher
vargasluan@example.net,17/12/1990,undergraduate,MG,ISFP,mathematics|cybersecurity,,working
fda-conceicao@example.net,25/11/2002,undergraduate,MG,INFP,public policy,ENEM|POSCOMP,researcher
ncavalcante@example.com,02/03/1980,graduate,MG,INFP,visual arts,,working on field of study
silvafelipe@example.org,04/04/1995,undergraduate,PR,ESTP,web development,,working on field of study
ana-sophia65@example.org,03/06/1984,highschool,SP,ISTJ,marketing|psychology|performing arts,,working
benicio95@example.net,09/10/2007,incomplete,SP,ISFP,hospitality,,unemployed
rda-costa@example.org,05/06/1989,undergraduate,CE,ESTP,education|data science,,working on field of study
tpastor@example.net,27/07/1995,undergraduate,RJ,ISTP,web development|tourism,,working
iguerra@example.com,22/12/1981,undergraduate,RS,INFP,business administration,,working
hmachado@example.com,07/11/1992,highschool,SP,ISFJ,mathematics|journalism|law,,working
davi-miguel43@example.org,29/11/1996,graduate,SP,ISFJ,literature,,researcher
pcosta@example.org,27/07/1985,undergraduate,MG,ENTJ,education|marketing|physical education,,working
oliviaporto@example.com,13/06/1985,undergraduate,RJ,INTP,dentistry|accounting,,researcher
aylasales@example.org,25/07/1990,undergraduate,SP,ENFP,finance,,researcher
fonsecasara@example.net,09/12/1993,undergraduate,MG,ESFJ,anthropology|architecture,,working on field of study
mirellasa@example.org,13/05/1981,undergraduate,RR,ESFP,pharmacy|psychology|physical education,,unemployed
biancaferreira@example.com,24/05/1986,undergraduate,SP,ENFP,music,,researcher
ana-cecilia32@example.net,22/03/1999,highschool,GO,ENTJ,finance|data science|sociology,,working
ferreiraluara@example.com,10/04/1982,undergraduate,PA,ENTJ,journalism|agriculture|linguistics,,unemployed
calebsa@example.org,25/10/1998,graduate,SP,ESTP,marketing|web development|cloud computing,,working
rebeca48@example.org,15/03/1985,highschool,PA,INTP,architecture,,working
carvalhovitor-gabriel@example.net,08/12/2005,incomplete,MG,ISTP,linguistics|music,,working
uda-cruz@example.org,02/10/1995,highschool,RJ,ISFJ,marketing|journalism|public policy,,unemployed
amanda81@example.com,17/09/1988,undergraduate,SP,INTP,literature|cybersecurity|pharmacy,,working
benicio81@example.net,28/07/1990,undergraduate,SP,ENTP,dentistry|electrical engineering,,working
isaquebarbosa@example.net,07/12/1999,undergraduate,RS,INFP,tourism|web development,,working on field of study
ncostela@example.org,04/10/1988,highschool,RS,ISFP,sociology|biology|architecture,,working
tda-cunha@example.org,24/02/1988,undergraduate,SP,ENFJ,public relations|advertising,,unemployed
antonella28@example.org,21/10/1985,undergraduate,CE,ISFP,physics,,working
ana-carolinajesus@example.com,16/07/1998,graduate,RJ,INFP,medicine|public relations|biology,,working
laisrezende@example.com,28/08/2003,incomplete,RS,ISFJ,dentistry,,working
mouranicolas@example.com,08/01/2002,incomplete,SP,ESTP,education|finance,,working
fonsecaolivia@example.com,26/10/2007,incomplete,DF,ENTJ,data science|cybersecurity|nursing,,unemployed
lorenapires@example.net,24/02/1993,undergraduate,TO,INFP,physical education|marketing|sports science,,working
nicolas01@example.org,02/07/1986,highschool,SP,INFJ,economics,,working
silvaana@example.com,10/02/1983,undergraduate,RJ,INTJ,nursing|international relations|hospitality,,working on field of study
xmoraes@example.net,02/05/2006,incomplete,GO,ENFP,sociology,,unemployed
bellacunha@example.org,16/04/2003,incomplete,RS,ESTJ,music|tourism|chemistry,,working
vianaanthony@example.net,03/12/1996,highschool,MG,ISTJ,electrical engineering,,working
rodriguesbella@example.net,10/09/1984,highschool,RJ,INTP,civil engineering,,working
leaomaria-luiza@example.com,19/03/1989,graduate,MS,INTJ,physics|veterinary medicine,,working on field of study
olivermendes@example.net,18/06/2003,incomplete,RO,INFJ,journalism|cybersecurity|accounting,,working
fernandesmaria-alice@example.com,09/09/1986,graduate,RJ,ISTP,architecture|cybersecurity|finance,POSCOMP,working
rael19@example.com,29/05/1982,undergraduate,MG,ENTJ,nutrition|business administration|data science,,working on field of study
ana-livia89@example.org,19/08/1997,highschool,RJ,INTJ,physical education|linguistics|civil engineering,,working
dnovaes@example.com,10/09/1999,undergraduate,SP,INFP,architecture|hospitality|philosophy,,working on field of study
jsampaio@example.org,31/10/2003,incomplete,PA,ISFJ,physical education|cloud computing,,working
maria-julia64@example.com,22/02/1989,undergraduate,RJ,ISFJ,biology|chemistry|data science,,working on field of study
rezendealice@example.net,10/07/2002,incomplete,SP,ISTP,data science,,working
gael-henriquesantos@example.net,10/10/1980,undergraduate,SP,INFJ,mechanical engineering|philosophy|literature,,working
vianaluiz-felipe@example.com,12/02/1987,graduate,GO,ENTP,education,,researcher
dmontenegro@example.net,19/08/1987,highschool,MG,INFP,public policy|philosophy,,working on field of study
joao-pedronunes@example.com,07/04/2007,incomplete,MT,ISFJ,marketing|agriculture,,unemployed
miguel21@example.com,27/08/2004,incomplete,MT,ISTJ,sports science|hospitality,,working
gmartins@example.net,01/05/1981,incomplete,SP,ENFJ,artificial intelligence,,working
ncarvalho@example.com,24/02/1987,undergraduate,SP,ESFP,political science|public policy,,working
claramoreira@example.com,12/05/1985,highschool,RJ,ISTJ,nursing,FUVEST|Vestibular UNICAMP,working
aurora49@example.com,08/03/2000,graduate,SP,ESFP,public policy|journalism|database management,,researcher
halmeida@example.net,12/08/2007,incomplete,RJ,INTP,hospitality|finance,,unemployed
davi-lucasribeiro@example.com,14/12/2007,incomplete,SP,INFJ,mechanical engineering|international relations,,unemployed
da-costacatarina@example.net,14/09/1989,undergraduate,SP,ISTP,law|medicine,,working on field of study
leandroporto@example.net,14/08/2006,incomplete,RJ,ISTJ,artificial intelligence,,working
isaquemendonca@example.com,08/10/1985,highschool,MG,ESTP,linguistics,Vestibular UNICAMP|Vestibular FATEC,unemployed
anthony22@example.com,13/11/1984,incomplete,SP,ENTP,biology|accounting|music,,working
liamvasconcelos@example.com,27/01/2008,incomplete,MT,INFP,international relations,,unemployed
clariceferreira@example.com,07/10/1996,undergraduate,SP,INTJ,history|political science,,working on field of study
brendaabreu@example.net,01/02/2004,incomplete,MA,ENFP,journalism|data science|finance,,working on field of study
cferreira@example.org,11/04/2004,incomplete,SC,ISTJ,software engineering|anthropology|civil engineering,,unemployed
freitasvinicius@example.org,29/12/1982,graduate,CE,INTJ,physical education,,working on field of study
luiz-otaviovieira@example.net,27/03/2006,incomplete,SP,ISFP,sociology|nursing,,working
ferreiramarcos-vinicius@example.org,28/06/2006,incomplete,DF,INFP,mathematics|hospitality,,working
arthur-miguelguerra@example.org,16/06/1992,undergraduate,SP,ENTJ,sociology|environmental science|architecture,,working on field of study
nunesmarcos-vinicius@example.com,23/07/1992,undergraduate,SC,INTJ,business administration|pharmacy,,working
joao-pedro80@example.net,14/09/1983,undergraduate,GO,ESFJ,advertising|finance|political science,ANPEC,working
nsouza@example.net,13/01/2007,incomplete,SP,ESFP,advertising|architecture,,working
maria-florvasconcelos@example.com,17/04/2002,incomplete,SP,INTJ,international relations|journalism,,working on field of study
rcassiano@example.com,24/08/1999,highschool,MG,INTP,accounting,,researcher
antonio24@example.net,04/08/1994,graduate,SP,ENFP,nursing|literature|machine learning,,working
abreualana@example.net,03/07/1982,undergraduate,BA,INTP,history|advertising,,working
moraesluigi@example.com,25/01/2002,incomplete,MG,INFJ,biology,,unemployed
mribeiro@example.com,05/01/2000,undergraduate,BA,ESTP,public relations|chemistry|journalism,,working on field of study
guerrasabrina@example.org,15/03/1997,undergraduate,CE,ESFP,political science|data science|pharmacy,,working
jmoreira@example.org,12/02/1980,highschool,MG,ESFJ,nutrition|anthropology|performing arts,,working
uborges@example.net,05/06/1988,undergraduate,RN,ISFJ,biology|software engineering|pharmacy,,unemployed
sampaioallana@example.com,29/01/1993,graduate,SP,INFJ,political science|veterinary medicine|software engineering,,working
aparecidarhavi@example.org,14/11/1990,graduate,TO,INTP,finance|architecture,ANPEC|POSCOMP,unemployed
das-nevesmirella@example.com,01/01/1996,graduate,SP,ESFP,cybersecurity,,working
da-cunhaanthony@example.com,25/01/1988,undergraduate,PA,ESFP,journalism,,researcher
rhavi69@example.org,19/06/2002,incomplete,SP,INFP,chemistry|finance|mathematics,,unemployed
zmachado@example.com,22/09/1994,highschool,SP,ESTP,advertising,,unemployed
ana-julia31@example.com,13/08/1993,undergraduate,SP,INTP,literature,,working
rvasconcelos@example.org,16/04/1981,undergraduate,MG,ISTP,marketing,,working on field of study
da-pazbrayan@example.net,06/09/1998,highschool,TO,ENTJ,public policy|hospitality|advertising,,unemployed
benjamim74@example.org,05/03/2005,incomplete,PE,ESTJ,marketing|sports science,,working
diogo07@example.org,30/10/2002,incomplete,SP,INFJ,medicine,,working
esther45@example.org,07/04/1987,graduate,PR,ISFJ,performing arts,,working
novaescalebe@example.org,30/01/1980,undergraduate,PA,ISFJ,chemistry|business administration|performing arts,,working on field of study
vasconcelosjose-miguel@example.net,29/01/2008,incomplete,RJ,ENTP,software engineering,,unemployed
kevin95@example.net,20/11/2007,incomplete,RJ,ESFP,psychology|physics|education,,unemployed
santosthiago@example.com,14/04/1983,undergraduate,SP,ISTJ,cybersecurity|mechanical engineering,,working on field of study
esther88@example.com,10/09/1995,highschool,MA,ENTP,hospitality|mathematics,,working on field of study
qfarias@example.org,16/03/1982,graduate,SP,ENTP,journalism,,researcher
saalexia@example.net,01/02/1981,graduate,SP,ISFP,hospitality|cybersecurity|accounting,,working
rodrigoaragao@example.com,23/09/1997,graduate,MG,ENFP,advertising|international relations|economics,,working on field of study
lorenamoreira@example.org,07/01/2008,incomplete,PA,ISTP,dentistry|international relations,,unemployed
qpereira@example.com,11/07/1999,undergraduate,SP,ESFP,artificial intelligence|music,,unemployed
raquelcosta@example.net,22/10/2007,incomplete,RS,INTP,data science|tourism,,unemployed
camarajosue@example.com,27/08/2004,incomplete,CE,ESFJ,cloud computing|international relations|data science,,working
mathias09@example.net,09/09/2008,incomplete,RJ,ESFP,pharmacy|architecture|advertising,,unemployed
rodrigoporto@example.com,12/04/2004,incomplete,RS,ISTP,environmental science,,working
heloisa87@example.net,05/04/1993,highschool,SP,ENFJ,public relations|electrical engineering,,working
mfonseca@example.net,29/04/1999,highschool,SP,ESTP,law|education,,unemployed
hazevedo@example.net,16/12/1997,undergraduate,RS,ESFJ,marketing|environmental science|data science,,working on field of study
ioliveira@example.com,09/09/1985,graduate,MG,ENFJ,graphic design,,researcher
valentinaabreu@example.com,13/08/2000,graduate,PE,ISFP,cybersecurity|machine learning,,researcher
bmacedo@example.net,05/04/1989,highschool,RJ,ESFP,marketing,,working
eferreira@example.com,23/03/1997,graduate,MA,ISFP,performing arts,,unemployed
eaparecida@example.org,11/12/1982,undergraduate,PI,ISFJ,chemistry|philosophy,,unemployed
pachecohenrique@example.org,11/12/1993,undergraduate,SC,ESFP,data science|pharmacy,,researcher
da-motavitoria@example.com,28/06/1999,undergraduate,MG,ENTP,literature|public relations,,working on field of study
abreunicole@example.com,17/01/1989,graduate,RS,ESFP,advertising|sociology|linguistics,,working
nuneskevin@example.org,21/04/1986,undergraduate,AP,ISTP,mechanical engineering,,working
costelalavinia@example.org,03/04/2005,incomplete,MG,ISFJ,physical education|literature|sociology,,working
da-conceicaovitoria@example.com,12/10/1996,undergraduate,MG,ENFJ,database management|architecture|web development,,working
mouraliam@example.org,20/02/2005,incomplete,RJ,ISFJ,medicine,ENEM|FUVEST,working
henry42@example.org,26/06/1998,undergraduate,SP,ISFJ,journalism,,working
silvaheloisa@example.com,22/07/1988,graduate,SP,ISFP,advertising|physical education,,working on field of study
saraujo@example.net,07/01/2008,incomplete,AC,ISFP,physical education|literature,ENEM,unemployed
siqueiravalentim@example.net,23/05/2008,incomplete,MG,INTJ,graphic design|marketing,,unemployed
juandias@example.com,28/03/2002,incomplete,MS,INFP,agriculture,,working on field of study
giovanna67@example.org,26/04/1992,undergraduate,SP,INTP,economics|electrical engineering,,researcher
maragao@example.net,05/10/2000,incomplete,SP,ISTJ,sociology|architecture|machine learning,POSCOMP,working
ayla91@example.net,25/07/1983,graduate,GO,ENTP,journalism|business administration|economics,,researcher
mirellasiqueira@example.org,30/11/1994,graduate,CE,ISTJ,economics,,working
vargassophie@example.org,12/08/2001,incomplete,PR,ENFJ,machine learning|nursing|database management,,working
leonardoporto@example.org,10/01/2008,incomplete,PR,ISTP,nutrition,,unemployed
cavalcanteravi-lucca@example.com,26/12/2004,incomplete,PB,ESFJ,education,,working
leaoemanuella@example.com,08/04/1998,undergraduate,SC,ISFP,biology|visual arts,,working
wmonteiro@example.net,24/05/1998,graduate,BA,ISTP,software engineering|veterinary medicine|biology,,working on field of study
orios@example.net,05/02/2006,incomplete,RJ,ENTP,hospitality,,working
calebe91@example.net,15/03/1988,undergraduate,RS,INTP,electrical engineering|database management|chemistry,,working
thiago94@example.org,25/08/1995,graduate,SC,ESFP,public policy|journalism,,working
camargomarcos-vinicius@example.org,08/08/1989,undergraduate,SP,ESTJ,performing arts,,unemployed
joana53@example.com,30/10/1990,highschool,CE,ISFP,nutrition|veterinary medicine,Vestibular UNICAMP,working
matheus95@example.net,25/08/1989,undergraduate,SP,ISTP,business administration|artificial intelligence|finance,,working on field of study
manuella42@example.org,19/04/1985,graduate,SP,ESFJ,anthropology,,unemployed
aragaokaique@example.net,11/11/1985,highschool,MG,ESFJ,web development,,unemployed
anthony-gabrielgomes@example.net,01/01/1988,graduate,RJ,ENFP,performing arts,,working on field of study
fogacamarcelo@example.com,05/10/2003,incomplete,SP,INFP,mechanical engineering|cloud computing|agriculture,,unemployed
monteiromarina@example.org,17/07/1982,graduate,SP,ISFP,accounting,,working
yuri65@example.net,21/09/2004,incomplete,MG,ESTP,accounting,,working
cda-paz@example.com,24/01/1981,highschool,SC,INFP,literature|artificial intelligence|law,ANPEC,unemployed
bnascimento@example.com,03/11/1987,incomplete,PR,ESTJ,performing arts,,working
joao90@example.org,01/06/1989,undergraduate,SP,ESFJ,marketing|literature,,unemployed
alexandrerocha@example.com,23/05/1980,undergraduate,BA,INTJ,linguistics|public policy,POSCOMP,unemployed
zpinto@example.net,09/08/2001,incomplete,SP,INTP,cybersecurity,,working
teixeiramaria-alice@example.org,10/06/1997,undergraduate,RS,INTP,performing arts|sociology|veterinary medicine,,working
gustavodias@example.org,24/08/1989,undergraduate,RJ,INFP,agriculture,,working
