ip,date,email,route,scroll_pct,time_spent,referrer,device
177.193.172.142,12/05/2025,ana.alves@edu.br,/cursos,21.75,135,safari,mobile
200.57.67.48,16/02/2027,,/quiz,51.07,105,chrome,desktop
189.92.191.93,25/07/2026,,/vestibular/ENEM,50.3,186,chrome,mobile
8.8.220.132,04/07/2025,,/,55.01,190,firefox,mobile
8.8.86.21,03/07/2025,b.souza@yahoo.com,/quiz,28.72,32,linkedin,desktop
177.234.107.182,21/09/2026,,/,31.81,189,safari,mobile
8.8.135.170,14/01/2027,pedropereira@live.com,/instituicoes,39.41,244,chrome,mobile
189.181.127.111,27/12/2026,,/cursos,49.89,174,lp,mobile
1.1.16.158,30/09/2027,,/instituicoes,54.33,178,opera,vr
1.1.206.157,31/10/2027,,/instituicoes,62.34,63,chrome,mobile
1.1.91.209,04/12/2025,,/,69.19,146,lp,tablet
1.1.158.97,22/04/2025,,/quiz,39.23,244,chrome,desktop
8.8.252.28,31/08/2025,,/,26.57,58,firefox,tablet
200.245.112.166,26/06/2026,julia.oliveira86@outlook.com,/vestibular/ENEM,14.32,274,chrome,desktop
8.8.153.110,12/04/2027,,/instituicoes,29.4,212,lp,mobile
1.1.60.36,10/03/2026,lucas.gomes71@uol.com.br,/,94.95,173,opera,desktop
177.77.131.186,28/05/2025,lucas.rodrigues@uol.com.br,/cursos,94.64,131,safari,desktop
200.252.87.142,27/01/2027,carlosoliveira@gmail.com,/,79.13,221,ig,desktop
177.198.101.184,21/01/2027,,/vestibular/UNICAMP,2.92,248,opera,desktop
177.1.37.82,11/07/2025,,/,22.18,157,chrome,mobile
200.192.179.245,12/10/2027,,/vestibular/FUVEST,93.49,113,firefox,tablet
1.1.150.131,15/02/2025,,/instituicoes,30.23,145,share,desktop
177.59.110.133,08/08/2026,,/,50.17,171,opera,desktop
200.197.67.207,16/05/2026,,/quiz,85.76,124,tiktok,mobile
189.184.34.0,28/11/2026,,/instituicoes,45.23,123,chrome,tablet
200.147.223.70,14/10/2027,,/vestibular/FUVEST,62.87,202,chrome,tablet
200.99.195.108,06/02/2026,b.gomes@usp.br,/cursos,25.27,76,chrome,tv
189.91.109.118,10/06/2025,beatriz.oliveira86@hotmail.com,/quiz,76.3,275,chrome,tablet
189.132.24.188,09/10/2025,,/cursos,98.25,90,chrome,mobile
8.8.130.21,14/06/2027,p.lima@outlook.com,/vestibular/ENEM,60.19,134,firefox,vr
1.1.92.68,19/03/2027,,/,67.18,107,chrome,mobile
1.1.18.181,16/08/2026,,/cursos,50.06,126,opera,desktop
177.220.217.251,21/03/2026,,/vestibular/FUVEST,11.7,170,chrome,desktop
1.1.79.41,29/11/2027,,/vestibular/ENEM,66.72,272,chrome,tablet
189.97.247.224,28/10/2025,,/cursos,51.32,194,chrome,desktop
8.8.20.136,21/12/2026,,/vestibular/ENEM,96.36,288,chrome,mobile
200.74.229.59,29/07/2026,,/vestibular/ENEM,27.58,241,chrome,desktop
8.8.5.255,07/09/2025,,/cursos,77.21,300,brave,tablet
1.1.18.109,22/04/2026,,/,51.89,197,safari,desktop
177.130.82.16,05/12/2025,,/cursos,83.06,234,safari,mobile
177.78.48.78,17/03/2027,,/vestibular/ENEM,56.71,150,share,mobile
1.1.107.64,01/02/2026,,/quiz,89.98,316,firefox,tablet
8.8.201.142,18/01/2027,maria.lima@protonmail.com,/,33.49,168,safari,mobile
1.1.107.205,17/01/2026,pedro.santos87@icloud.com,/,7.26,164,x,mobile
177.161.162.131,13/11/2025,,/vestibular/UNICAMP,96.44,209,lp,mobile
200.29.121.225,23/03/2026,,/cursos,15.57,229,safari,desktop
8.8.185.124,05/07/2027,,/,44.43,105,chrome,mobile
177.117.196.168,14/06/2025,,/,21.19,209,chrome,tablet
1.1.18.229,10/10/2026,p.souza@hotmail.com,/cursos,78.43,158,safari,tablet
189.54.59.217,13/11/2026,,/vestibular/ENEM,73.98,146,duckduckgo,mobile
189.10.213.233,10/07/2027,,/quiz,55.77,146,chrome,mobile
177.125.217.71,20/04/2027,,/vestibular/FATEC,48.59,236,firefox,desktop
177.175.87.193,28/06/2027,,/instituicoes,97.61,224,chrome,desktop
1.1.254.96,12/08/2026,,/,61.94,167,firefox,mobile
8.8.45.89,07/03/2025,,/,74.3,101,firefox,desktop
200.124.3.74,22/03/2026,rafael.lima@uol.com.br,/,75.87,184,safari,desktop
1.1.3.152,17/04/2027,,/cursos,31.32,272,chrome,tablet
177.177.11.140,11/08/2025,,/vestibular/ENEM,81.7,233,firefox,mobile
189.222.167.26,25/10/2026,,/vestibular/FUVEST,17.3,267,safari,tablet
1.1.43.233,15/10/2027,,/,81.49,184,duckduckgo,mobile
200.119.193.223,26/07/2027,,/vestibular/ENEM,38.33,187,chrome,mobile
1.1.253.158,24/04/2027,,/vestibular/ENEM,27.59,208,chrome,tablet
177.78.112.65,18/08/2025,,/vestibular/FATEC,3.22,236,chrome,mobile
189.139.28.231,29/11/2027,,/instituicoes,30.29,184,chrome,mobile
177.120.61.172,06/02/2027,,/,5.28,170,duckduckgo,mobile
177.7.80.205,21/07/2025,,/instituicoes,63.64,146,share,mobile
200.63.15.108,18/09/2026,,/,55.21,209,chrome,mobile
1.1.208.37,09/09/2025,,/cursos,10.8,197,chrome,mobile
8.8.168.4,10/09/2025,,/vestibular/ENEM,99.73,165,safari,desktop
1.1.182.20,02/10/2025,,/cursos,59.44,156,lp,mobile
1.1.124.18,23/10/2026,,/cursos,77.19,139,duckduckgo,mobile
177.205.237.64,28/03/2026,,/instituicoes,42.9,184,firefox,desktop
200.182.163.85,03/04/2026,,/vestibular/UNICAMP,77.75,166,ig,desktop
1.1.1.206,27/08/2026,,/,9.23,213,duckduckgo,mobile
177.227.183.243,29/09/2027,,/,29.09,157,firefox,tablet
200.239.93.169,27/03/2027,a.santos@gmail.com,/quiz,40.15,85,duckduckgo,desktop
189.143.208.191,27/11/2025,joao.ferreira68@fatec.sp.gov.br,/,40.9,216,safari,tablet
189.144.245.18,08/03/2027,,/quiz,77.31,153,chrome,mobile
200.175.47.7,03/05/2027,,/vestibular/FUVEST,39.89,240,x,desktop
189.79.44.127,24/02/2027,l.santos@yahoo.com,/vestibular/ENEM,78.9,233,safari,mobile
1.1.177.141,13/06/2026,,/instituicoes,62.26,227,share,mobile
177.162.30.242,11/02/2025,,/cursos,33.43,193,firefox,mobile
189.52.42.155,21/11/2027,carlospereira@ig.com.br,/,30.26,208,safari,tv
1.1.59.167,20/10/2027,,/instituicoes,53.48,81,chrome,mobile
177.29.72.164,18/09/2027,,/cursos,65.13,143,x,desktop
189.201.1.157,28/01/2026,,/vestibular/FUVEST,30.16,132,chrome,mobile
8.8.169.96,26/09/2027,,/vestibular/FATEC,80.87,172,safari,mobile
1.1.117.234,13/04/2025,,/cursos,89.61,129,opera,mobile
189.206.8.126,14/08/2025,pedro.gomes@hotmail.com,/quiz,45.3,243,safari,tablet
189.72.112.106,10/12/2026,,/vestibular/FATEC,90.31,174,chrome,tablet
177.13.249.7,29/05/2025,,/instituicoes,39.16,220,chrome,mobile
1.1.26.144,10/09/2027,,/vestibular/FATEC,8.45,106,x,mobile
189.77.253.33,27/03/2027,,/,55.57,177,tiktok,desktop
189.85.13.116,21/03/2026,,/,16.96,138,chrome,mobile
177.139.167.149,16/12/2025,,/vestibular/FUVEST,96.86,110,firefox,mobile
8.8.171.65,11/04/2026,,/quiz,76.73,244,safari,mobile
1.1.90.250,14/10/2026,,/vestibular/UNICAMP,59.76,112,firefox,desktop
200.252.88.48,17/09/2025,,/vestibular/UNICAMP,11.13,288,lp,mobile
189.231.252.174,10/02/2026,,/vestibular/ENEM,59.05,100,firefox,mobile
200.77.182.187,25/07/2025,,/cursos,76.43,257,chrome,tablet
177.231.28.207,20/12/2027,,/,57.89,180,chrome,desktop
189.95.127.203,12/06/2025,l.rodrigues@gmail.com,/instituicoes,5.78,238,safari,tablet
189.137.202.110,18/06/2027,maria.lima10@gmail.com,/vestibular/ENEM,4.63,211,chrome,tablet
200.127.60.202,26/12/2025,lucas.alves97@edu.br,/vestibular/ENEM,36.36,222,safari,mobile
189.169.245.127,16/06/2026,,/cursos,89.16,228,chrome,mobile
200.167.112.146,09/09/2027,,/vestibular/FUVEST,14.27,111,chrome,mobile
189.118.13.188,09/10/2025,,/vestibular/FUVEST,81.85,133,x,mobile
177.193.184.66,29/09/2026,,/vestibular/UNICAMP,48.58,218,lp,desktop
1.1.31.29,11/02/2026,pedro.oliveira@fatec.sp.gov.br,/cursos,47.98,161,brave,mobile
189.141.102.186,14/09/2027,,/,34.97,243,opera,mobile
177.230.60.59,19/04/2025,,/instituicoes,30.77,143,duckduckgo,mobile
177.119.141.209,03/10/2025,,/vestibular/ENEM,67.12,140,tiktok,mobile
200.32.205.186,21/03/2026,,/,52.21,263,lp,mobile
200.40.254.29,27/06/2025,,/vestibular/ENEM,83.93,275,share,mobile
1.1.22.1,22/07/2027,,/quiz,42.24,222,lp,mobile
189.2.76.70,16/05/2025,,/quiz,61.19,266,lp,mobile
200.55.58.156,16/04/2027,l.alves@yahoo.com,/vestibular/FATEC,61.52,140,chrome,desktop
8.8.247.19,02/09/2025,,/vestibular/UNICAMP,35.18,222,chrome,mobile
1.1.162.199,12/03/2025,,/vestibular/FATEC,62.33,269,linkedin,tv
8.8.138.149,12/10/2027,,/cursos,64.26,32,opera,mobile
1.1.170.64,07/07/2027,,/,23.25,177,safari,mobile
189.228.13.133,25/11/2026,carlos.oliveira59@outlook.com,/vestibular/ENEM,63.71,118,firefox,desktop
200.163.123.152,27/10/2026,,/,69.86,111,linkedin,desktop
200.190.183.223,26/06/2025,rafael.ferreira59@icloud.com,/vestibular/ENEM,87.85,202,safari,mobile
1.1.207.161,03/10/2025,,/cursos,64.0,131,chrome,mobile
189.222.63.214,31/01/2025,beatriz.alves@hotmail.com,/,93.19,121,share,tv
177.47.104.138,29/12/2027,,/cursos,11.8,56,chrome,mobile
177.218.24.26,15/07/2027,,/vestibular/ENEM,81.24,126,firefox,desktop
200.64.254.132,11/05/2027,,/cursos,34.25,205,chrome,desktop
189.82.201.57,31/07/2025,,/,63.8,142,share,tv
189.241.207.96,24/06/2027,beatriz.ferreira@hotmail.com,/instituicoes,98.42,215,chrome,tablet
177.3.23.197,17/01/2026,,/vestibular/FATEC,41.89,223,share,mobile
177.112.208.178,24/05/2025,,/instituicoes,45.48,117,lp,mobile
1.1.19.101,10/10/2026,,/vestibular/ENEM,31.3,174,chrome,mobile
200.194.164.171,15/05/2027,,/,35.14,135,firefox,mobile
200.51.75.120,05/03/2027,,/,48.55,203,chrome,mobile
1.1.123.32,22/08/2025,,/quiz,14.03,179,tiktok,desktop
1.1.47.116,24/04/2026,,/cursos,28.61,184,lp,mobile
177.148.148.161,02/05/2027,,/cursos,10.95,210,linkedin,tv
177.168.99.135,04/09/2027,,/cursos,29.68,267,opera,mobile
177.249.8.138,23/05/2025,larissa.souza@fatec.sp.gov.br,/,13.12,88,safari,desktop
177.244.104.106,28/05/2026,,/,54.27,144,safari,mobile
8.8.105.37,11/02/2026,,/quiz,59.4,185,opera,desktop
1.1.168.108,14/02/2026,,/cursos,15.94,228,firefox,mobile
1.1.124.114,22/07/2027,,/vestibular/ENEM,65.62,100,firefox,desktop
8.8.40.205,07/06/2025,,/instituicoes,35.67,223,chrome,mobile
200.248.102.189,31/12/2026,pedro.lima55@protonmail.com,/cursos,8.55,267,safari,tablet
189.137.201.223,03/06/2027,,/instituicoes,95.34,114,linkedin,tablet
1.1.96.98,10/08/2027,,/,35.6,196,chrome,desktop
8.8.122.245,08/03/2025,a.pereira@yahoo.com,/,4.96,180,safari,desktop
1.1.170.43,31/12/2025,,/,87.35,252,safari,mobile
8.8.195.144,19/02/2026,,/,79.57,94,safari,mobile
8.8.84.16,13/09/2027,,/vestibular/ENEM,67.07,213,firefox,mobile
189.26.43.106,03/04/2027,p.lima@protonmail.com,/,5.04,174,safari,desktop
1.1.247.2,03/02/2026,,/vestibular/FATEC,41.86,213,chrome,mobile
189.80.91.12,12/03/2027,,/instituicoes,81.24,103,chrome,vr
8.8.215.71,12/02/2027,,/vestibular/ENEM,5.46,256,firefox,mobile
177.80.224.232,19/07/2025,,/vestibular/FATEC,89.47,242,safari,mobile
177.110.150.211,18/10/2026,,/,45.03,176,lp,mobile
200.191.77.251,13/03/2027,l.oliveira@live.com,/instituicoes,90.78,187,safari,mobile
189.101.227.153,21/06/2026,beatrizsilva@yahoo.com,/,1.28,125,chrome,desktop
189.59.199.210,28/05/2025,,/cursos,68.34,117,chrome,mobile
1.1.114.53,27/09/2027,,/,61.05,286,chrome,mobile
200.21.152.18,12/10/2025,,/cursos,56.59,143,firefox,mobile
1.1.140.15,29/09/2025,,/,26.62,204,chrome,mobile
200.46.230.98,26/12/2026,,/,52.24,147,chrome,desktop
200.117.91.161,19/07/2026,,/cursos,70.27,61,chrome,desktop
177.207.98.29,14/11/2025,larissapereira@uol.com.br,/vestibular/FUVEST,31.07,227,safari,desktop
177.93.176.101,21/02/2026,,/vestibular/UNICAMP,96.58,149,share,mobile
8.8.149.189,18/11/2026,,/instituicoes,26.3,180,firefox,mobile
8.8.192.147,05/05/2025,carlos.rodrigues@hotmail.com,/instituicoes,10.67,196,safari,vr
177.250.140.116,20/03/2027,l.alves@yahoo.com,/,83.86,218,safari,desktop
189.217.9.79,17/05/2027,,/,12.82,138,chrome,mobile
177.32.14.84,22/02/2027,,/,90.53,139,chrome,desktop
177.249.168.248,07/04/2026,,/cursos,24.46,174,lp,mobile
189.144.96.123,29/12/2026,,/vestibular/FUVEST,44.95,162,tiktok,tablet
1.1.209.197,23/04/2025,,/cursos,65.1,244,firefox,mobile
8.8.54.61,18/06/2027,l.santos@ig.com.br,/vestibular/UNICAMP,26.27,222,chrome,mobile
200.103.112.9,29/11/2026,m.santos@fatec.sp.gov.br,/vestibular/FUVEST,92.42,206,safari,mobile
189.10.196.145,17/02/2025,carlosoliveira@hotmail.com,/vestibular/ENEM,49.16,196,chrome,desktop
200.195.15.76,22/11/2026,,/quiz,73.95,186,chrome,mobile
177.12.25.72,07/07/2026,,/vestibular/FUVEST,12.05,248,firefox,tv
200.19.7.172,04/11/2026,,/vestibular/ENEM,37.36,149,share,mobile
200.91.125.27,30/10/2025,,/vestibular/FUVEST,0.09,150,chrome,mobile
189.81.16.17,11/12/2027,,/,96.57,172,brave,mobile
1.1.200.147,26/06/2027,,/instituicoes,6.62,182,chrome,desktop
177.220.70.55,13/11/2027,,/,61.29,189,firefox,mobile
200.140.48.187,26/03/2027,joaoferreira@uol.com.br,/cursos,42.16,191,share,desktop
177.188.123.5,17/06/2025,,/,1.63,230,chrome,tablet
189.77.162.194,13/07/2026,,/instituicoes,4.91,194,lp,desktop
189.240.22.202,19/06/2027,mariasantos@uol.com.br,/,41.72,316,tiktok,desktop
8.8.184.179,14/09/2026,,/cursos,78.59,229,safari,mobile
177.233.80.129,09/11/2026,,/,27.13,237,chrome,mobile
177.237.152.127,25/11/2026,,/vestibular/ENEM,33.21,120,firefox,mobile
200.68.111.93,28/07/2025,,/vestibular/UNICAMP,43.0,193,lp,desktop
8.8.166.149,26/04/2026,,/vestibular/UNICAMP,8.17,187,firefox,mobile
1.1.195.245,20/07/2027,,/,53.89,63,duckduckgo,mobile
189.26.95.20,17/06/2027,carlosalves@gmail.com,/vestibular/FUVEST,15.77,212,firefox,tablet
1.1.100.119,08/01/2026,larissalima@live.com,/cursos,96.26,191,share,desktop
8.8.180.136,11/12/2027,,/vestibular/UNICAMP,33.48,157,share,mobile
1.1.228.142,27/03/2026,l.oliveira@yahoo.com,/vestibular/UNICAMP,8.69,218,safari,desktop
177.116.212.249,19/09/2027,,/,87.96,177,chrome,tablet
200.123.143.202,22/09/2027,a.gomes@uol.com.br,/,43.5,100,safari,mobile
177.102.169.193,30/03/2025,,/cursos,34.54,121,lp,mobile
177.70.71.125,22/07/2027,,/quiz,9.73,220,lp,desktop
8.8.2.60,20/07/2026,,/instituicoes,9.0,257,firefox,mobile
177.5.22.174,24/04/2027,julia.santos@usp.br,/cursos,97.83,155,chrome,tv
189.237.213.209,13/03/2027,,/quiz,63.13,166,chrome,mobile
1.1.51.209,03/02/2026,,/vestibular/ENEM,36.64,197,chrome,tablet
200.153.185.22,20/08/2027,,/,48.91,220,safari,mobile
200.214.209.83,26/05/2025,,/,16.68,181,chrome,desktop
189.92.203.186,10/07/2027,,/,79.64,117,share,tv
189.162.83.113,13/05/2027,maria.oliveira74@protonmail.com,/,33.25,142,safari,desktop
177.214.106.176,10/01/2027,rafael.oliveira@protonmail.com,/cursos,97.6,160,chrome,desktop
189.51.212.155,14/07/2026,,/vestibular/UNICAMP,98.33,157,safari,tablet
177.122.12.202,05/07/2027,j.pereira@edu.br,/quiz,17.19,184,lp,desktop
177.245.216.35,02/05/2026,,/vestibular/ENEM,87.19,62,share,mobile
1.1.116.48,05/03/2027,m.pereira@globo.com,/cursos,95.93,175,safari,mobile
177.30.152.71,08/10/2026,,/cursos,97.26,253,chrome,mobile
1.1.29.241,07/02/2025,,/quiz,34.55,261,ig,mobile
177.165.186.233,08/05/2025,,/quiz,75.62,187,chrome,tablet
8.8.188.210,15/08/2026,l.oliveira@protonmail.com,/quiz,88.17,173,chrome,desktop
200.195.171.153,26/10/2025,rafael.silva@fatec.sp.gov.br,/vestibular/ENEM,39.38,265,safari,mobile
1.1.198.211,28/03/2027,,/cursos,14.35,33,safari,mobile
8.8.52.247,15/09/2026,,/quiz,70.84,219,chrome,mobile
189.220.28.53,09/08/2025,,/,80.13,271,safari,mobile
1.1.237.169,04/04/2027,,/vestibular/ENEM,3.96,231,lp,desktop
177.211.146.242,08/05/2025,,/vestibular/FUVEST,18.74,120,linkedin,desktop
189.3.241.37,14/01/2027,r.rodrigues@icloud.com,/vestibular/FUVEST,57.0,101,chrome,desktop
177.190.132.174,28/12/2026,,/cursos,98.87,187,firefox,mobile
1.1.168.83,25/04/2026,,/cursos,2.72,86,safari,desktop
1.1.110.60,11/02/2027,,/vestibular/ENEM,62.55,229,chrome,mobile
1.1.26.123,30/12/2027,,/instituicoes,8.07,217,chrome,mobile
177.30.219.240,16/01/2025,larissapereira@globo.com,/vestibular/FUVEST,22.58,87,chrome,tablet
177.146.42.177,22/08/2026,,/vestibular/ENEM,26.97,245,safari,desktop
1.1.125.132,17/08/2026,,/,26.52,261,lp,desktop
189.31.168.26,04/10/2027,,/,36.71,229,chrome,mobile
177.19.77.154,02/09/2025,,/cursos,47.75,83,chrome,tablet
189.196.106.71,24/03/2025,a.pereira@usp.br,/cursos,78.77,115,safari,tablet
189.77.216.247,16/07/2027,,/quiz,41.85,115,chrome,mobile
177.253.245.121,27/03/2026,lucaslima@protonmail.com,/quiz,98.2,120,brave,tablet
1.1.181.247,22/10/2026,,/instituicoes,57.81,157,firefox,desktop
8.8.250.129,13/10/2025,,/vestibular/ENEM,5.26,261,chrome,mobile
200.61.20.130,25/03/2027,beatriz.santos80@icloud.com,/,50.33,214,safari,tablet
200.113.88.74,05/01/2026,j.souza@hotmail.com,/vestibular/ENEM,32.78,116,brave,desktop
177.77.125.139,12/01/2026,beatrizpereira@hotmail.com,/quiz,1.13,260,safari,desktop
189.88.138.95,17/11/2027,,/vestibular/ENEM,50.36,48,share,desktop
177.99.175.213,22/09/2026,,/cursos,26.75,188,chrome,desktop
8.8.3.204,23/05/2026,,/cursos,71.31,223,safari,mobile
200.200.192.40,09/12/2027,,/,11.65,238,firefox,mobile
8.8.4.175,20/05/2025,r.pereira@icloud.com,/vestibular/ENEM,93.14,248,x,desktop
1.1.173.115,18/12/2026,,/,11.24,238,lp,mobile
189.252.204.158,10/04/2025,,/vestibular/FUVEST,42.76,170,opera,tv
1.1.67.85,29/09/2026,pedro.silva@terra.com.br,/,34.47,79,chrome,tablet
177.6.202.8,22/02/2027,,/instituicoes,39.54,162,opera,desktop
1.1.47.172,23/02/2025,,/instituicoes,43.42,275,safari,desktop
189.23.146.13,24/12/2027,,/,34.94,101,chrome,desktop
189.148.91.109,08/06/2027,carlos.ferreira@protonmail.com,/vestibular/UNICAMP,39.27,205,duckduckgo,mobile
200.4.166.61,01/12/2026,,/,12.51,232,chrome,mobile
1.1.38.200,11/12/2026,,/quiz,37.02,218,chrome,tablet
189.10.140.122,07/02/2025,,/instituicoes,86.54,143,safari,desktop
200.157.201.16,04/06/2026,carlosoliveira@yahoo.com,/,15.67,54,safari,mobile
1.1.165.58,17/10/2027,,/cursos,77.03,162,tiktok,mobile
8.8.42.60,27/10/2025,,/vestibular/UNICAMP,15.03,136,share,desktop
189.44.152.16,05/06/2025,,/,84.81,195,chrome,desktop
200.41.214.162,10/05/2026,,/quiz,73.21,126,chrome,mobile
8.8.195.75,10/12/2026,,/,74.14,68,safari,desktop
1.1.242.65,30/10/2027,,/vestibular/ENEM,91.04,172,safari,desktop
189.69.169.214,16/10/2025,,/,86.93,221,firefox,desktop
200.139.23.144,10/02/2026,larissarodrigues@usp.br,/,78.2,209,safari,desktop
200.245.96.240,04/10/2025,,/,13.69,131,chrome,mobile
177.86.170.209,28/08/2026,l.rodrigues@edu.br,/vestibular/UNICAMP,61.79,178,duckduckgo,desktop
1.1.124.255,03/12/2027,,/cursos,65.13,156,tiktok,mobile
8.8.105.129,16/06/2027,pedrogomes@gmail.com,/,40.39,139,share,desktop
8.8.72.129,21/11/2025,,/vestibular/ENEM,68.09,136,lp,mobile
8.8.98.240,08/06/2027,,/instituicoes,82.09,208,firefox,tablet
200.166.4.210,09/10/2025,julia.alves@globo.com,/vestibular/UNICAMP,4.87,144,opera,desktop
8.8.159.86,06/10/2025,,/cursos,3.0,156,chrome,mobile
177.86.190.24,09/03/2025,,/cursos,3.92,251,chrome,desktop
1.1.218.126,04/10/2026,,/vestibular/ENEM,27.68,283,chrome,mobile
177.180.150.81,31/08/2025,,/,1.62,169,safari,mobile
177.200.119.133,03/06/2026,,/vestibular/UNICAMP,68.67,135,tiktok,mobile
1.1.173.39,05/11/2026,,/,51.19,231,chrome,tablet
1.1.250.117,29/06/2026,anaalves@hotmail.com,/cursos,8.97,138,safari,desktop
189.172.109.200,15/07/2027,,/quiz,12.57,228,chrome,desktop
200.9.0.3,17/09/2025,p.santos@uol.com.br,/vestibular/FUVEST,34.4,185,safari,mobile
189.174.234.13,13/07/2026,joao.rodrigues17@globo.com,/vestibular/UNICAMP,95.09,208,safari,mobile
8.8.72.163,14/06/2025,,/,12.76,184,x,mobile
8.8.148.251,01/11/2026,,/,54.92,201,lp,mobile
189.84.195.41,19/12/2025,,/vestibular/ENEM,19.05,89,safari,desktop
8.8.253.148,17/06/2026,lucas.pereira@live.com,/,69.18,349,safari,desktop
177.215.6.81,11/07/2027,,/,22.42,153,chrome,desktop
200.69.251.220,16/02/2027,,/vestibular/FUVEST,69.04,85,firefox,tablet
189.110.52.124,17/11/2027,,/vestibular/UNICAMP,46.21,256,opera,mobile
177.55.98.199,07/06/2027,julia.lima14@ig.com.br,/vestibular/UNICAMP,5.25,80,safari,desktop
189.12.84.112,04/02/2027,ana.ferreira46@usp.br,/vestibular/UNICAMP,78.66,156,safari,vr
200.122.58.242,25/08/2027,,/,16.24,160,chrome,mobile
8.8.208.143,14/09/2026,,/,68.37,215,opera,mobile
200.188.186.219,27/04/2025,,/vestibular/ENEM,30.22,279,lp,desktop
200.99.7.183,18/06/2026,,/instituicoes,58.56,175,lp,mobile
200.46.233.27,14/09/2027,juliaoliveira@ig.com.br,/,64.24,315,safari,desktop
200.61.10.241,09/05/2025,,/quiz,42.65,152,chrome,desktop
1.1.222.27,04/03/2026,,/cursos,12.78,197,safari,mobile
8.8.227.215,13/10/2027,lucasferreira@globo.com,/quiz,38.05,194,chrome,tablet
1.1.180.101,23/11/2025,j.rodrigues@outlook.com,/,4.61,245,safari,desktop
177.46.14.60,08/11/2026,larissa.gomes@live.com,/cursos,44.27,184,lp,tablet
8.8.117.153,17/04/2026,maria.ferreira31@hotmail.com,/vestibular/FUVEST,32.49,186,safari,tablet
200.189.233.201,13/05/2026,l.ferreira@edu.br,/,88.49,125,safari,mobile
200.127.98.138,10/09/2027,,/cursos,70.28,251,linkedin,tablet
8.8.244.141,09/04/2027,r.silva@protonmail.com,/quiz,6.0,190,safari,tablet
177.51.74.181,19/10/2027,l.souza@edu.br,/cursos,71.78,175,chrome,desktop
200.48.214.123,31/07/2025,,/cursos,76.01,178,chrome,desktop
200.184.102.37,22/06/2026,joaosilva@yahoo.com,/vestibular/FUVEST,94.19,199,safari,mobile
1.1.155.13,19/03/2027,,/vestibular/UNICAMP,28.61,133,chrome,tablet
200.71.86.107,17/11/2027,,/quiz,67.29,155,chrome,mobile
1.1.6.108,31/10/2025,beatriz.lima58@hotmail.com,/cursos,78.68,186,lp,desktop
189.235.72.240,17/12/2025,,/vestibular/UNICAMP,5.59,137,chrome,desktop
189.186.242.195,12/03/2025,,/,56.52,206,share,desktop
200.100.133.96,10/06/2026,l.silva@outlook.com,/instituicoes,89.69,61,chrome,desktop
189.138.104.134,02/07/2026,,/,13.82,252,chrome,desktop
8.8.174.170,26/04/2026,maria.lima@edu.br,/cursos,36.86,126,chrome,desktop
189.64.182.183,17/10/2026,,/,96.17,282,share,mobile
1.1.175.138,15/10/2027,,/,20.13,140,chrome,vr
189.42.116.161,24/09/2026,,/instituicoes,98.33,163,firefox,mobile
177.83.205.107,03/12/2026,,/quiz,82.09,238,chrome,mobile
189.83.248.154,09/04/2026,,/instituicoes,62.11,46,linkedin,desktop
200.49.156.49,11/05/2026,a.silva@gmail.com,/vestibular/FUVEST,32.96,284,firefox,desktop
189.74.95.80,19/05/2026,,/quiz,6.48,90,chrome,mobile
200.194.7.58,05/08/2027,lucas.lima@usp.br,/quiz,77.49,180,safari,tablet
8.8.78.232,04/10/2026,,/cursos,57.68,142,opera,mobile
189.91.249.123,07/10/2025,,/,54.11,101,firefox,tablet
8.8.117.214,16/02/2027,m.santos@edu.br,/quiz,90.93,103,safari,tablet
8.8.169.112,01/03/2026,,/vestibular/ENEM,81.89,129,lp,desktop
189.194.31.167,21/02/2026,,/vestibular/ENEM,26.91,138,chrome,mobile
200.47.44.220,27/01/2027,carlos.rodrigues23@terra.com.br,/instituicoes,41.9,216,chrome,tablet
189.164.36.7,04/02/2026,,/instituicoes,42.57,191,firefox,desktop
200.45.82.250,21/12/2026,,/,29.27,194,chrome,mobile
1.1.158.83,25/06/2027,,/instituicoes,19.26,87,chrome,desktop
1.1.107.227,16/02/2027,,/cursos,30.67,161,firefox,mobile
8.8.6.60,17/12/2026,,/cursos,8.53,68,lp,mobile
177.219.34.138,30/11/2027,,/instituicoes,1.48,88,share,desktop
200.29.227.104,23/12/2026,,/cursos,49.99,179,firefox,mobile
177.214.221.189,15/12/2027,,/quiz,70.91,203,chrome,desktop
200.235.105.101,23/07/2026,,/,34.4,193,chrome,tv
189.61.32.115,05/03/2026,,/instituicoes,47.64,176,chrome,mobile
200.134.29.48,16/03/2026,,/quiz,50.57,226,share,mobile
1.1.27.15,28/02/2027,pedro.lima@usp.br,/,98.85,200,chrome,tablet
1.1.67.55,21/10/2026,,/quiz,58.32,138,ig,mobile
177.113.157.181,06/05/2025,,/vestibular/ENEM,49.54,147,chrome,tablet
1.1.0.55,18/07/2027,l.santos@uol.com.br,/,35.79,138,brave,desktop
8.8.40.148,05/07/2027,,/instituicoes,76.59,104,chrome,desktop
1.1.251.60,23/04/2026,,/vestibular/FATEC,22.28,115,chrome,tablet
1.1.174.232,01/11/2027,,/instituicoes,55.43,219,firefox,desktop
189.59.114.45,13/09/2026,,/,68.02,24,chrome,tablet
1.1.75.65,27/11/2026,,/cursos,69.26,65,chrome,desktop
200.38.135.48,24/12/2027,,/,93.26,323,chrome,vr
